question,answer,image_id
Is there ring-enhancement?,no,synpic48749.jpg
Is/Are there ring-enhancement?,no,synpic48749.jpg
Are the dark areas grey or white matter?,White matter,synpic48749.jpg
The dark areas of the image show what type of brain matter?,White matter,synpic48749.jpg
What is/are the dark areas near/in the center of the brain?,White matter,synpic48749.jpg
Which ventricles are visible?,Lateral ventricles,synpic46943.jpg
Is there a fracture?,No,synpic40096.jpg
Is/Are there a fracture?,No,synpic40096.jpg
Is a fracture present?,No,synpic40096.jpg
Is/Are there a fracture?,No,synpic40096.jpg
Is this image sufficient for a diagnosis?,No,synpic27402.jpg
Is the image enough to diagnose?,No,synpic27402.jpg
Would you suspect abcess or cancer for this finding?,Abscess,synpic42307.jpg
Is this an abscess or cancer?,Abscess,synpic42307.jpg
What are the dark areas at the top of the picture?,Large bowel,synpic43648.jpg
What is/are the dark space near/in the Top of the image?,Large bowel,synpic43648.jpg
What is the dark space in the body cavity near the top of the image?,Large bowel,synpic43648.jpg
What is/are the dark space near/in the Top of the image?,Large bowel,synpic43648.jpg
Is there a right-sided pleural effusion?,no,synpic50943.jpg
Is/Are there a pleural effusion?,no,synpic50943.jpg
Is there an effusion present on the right-side?,no,synpic50943.jpg
Is/Are there a pleural effusion?,no,synpic50943.jpg
Do you see a pleural effusion?,No,synpic16810.jpg
Is/Are there a Pleural effusion?,No,synpic16810.jpg
Is a pleural effusion present?,No,synpic16810.jpg
Is/Are there a Pleural effusion?,No,synpic16810.jpg
Are sections of bowel recognizable?,yes,synpic25758.jpg
Is a pleural effusion present?,No,synpic33226.jpg
Is/Are there a pleural effusion?,No,synpic33226.jpg
Is there a pleural effusion?,No,synpic33226.jpg
Is/Are there a pleural effusion?,No,synpic33226.jpg
Is the heart size abnormal?,No,synpic31248.jpg
Is/Are the heart size abnormal?,No,synpic31248.jpg
Is the heart enlarged?,No,synpic31248.jpg
Is/Are the heart enlarged? ,No,synpic31248.jpg
What can be typically visualized in this plane?,lungs 	bony thoracic cavit y	mediastinum and great vessels,synpic33226.jpg
In what space/cavity is the abnormal organ located?,retroperitoneum; retroperitoneal space,synpic43648.jpg
Is the patient lying down?,yes,synpic25758.jpg
How long does this imaging modality take to complete? (hours?	minutes?),~15 minutes	potentially faster with newer imaging systems,synpic46943.jpg
Can you evaluate the kidneys 	bladde r	or ureters in this image?,No,synpic16810.jpg
Is/Are the kidneys normal?,yes,synpic30215.jpg
Is/Are the kidneys normal?,yes,synpic30215.jpg
Is/Are there lateral ventricles?,yes,synpic57935.jpg
Is/Are there lateral ventricles?,yes,synpic57935.jpg
Can you appreciate a shift of the midline?,Yes,synpic46943.jpg
Is/Are there a midline shift?,Yes,synpic46943.jpg
Is there a midline shift?,Yes,synpic46943.jpg
Is/Are there a midline shift?,Yes,synpic46943.jpg
What is/are the hypoattenuated tissue near/in the skin?,fat,synpic47196.jpg
What is/are the hypoattenuated tissue near/in the skin?,fat,synpic47196.jpg
Can you diagnose a pericardial effusion from this image?,No,synpic60423.jpg
Is this image sufficient to diagnose pericardial effusion?,No,synpic60423.jpg
Can a diagnosis or impression be made in this plane?,yes,synpic46943.jpg
Would perform this same modality in a patient with AKI?,no,synpic25758.jpg
Are abdominal fat pads prominently visualized?,No,synpic25758.jpg
Is/Are there abdominal fat pads visible?,No,synpic25758.jpg
Can you see the abdominal fat pads?,No,synpic25758.jpg
Is/Are there abdominal fat pads visible?,No,synpic25758.jpg
Is there a pleural effusion present?,No,synpic28378.jpg
Is/Are there pleural effusion?,No,synpic28378.jpg
Is there a pleural effusion,No,synpic28378.jpg
Is/Are there pleural effusion?,No,synpic28378.jpg
Did this patient sustain physical damage?,no,synpic27402.jpg
Do you suspect a physical injury?,no,synpic27402.jpg
Can you see all of the ribs on the left side?,no,synpic44865.jpg
Can the left ribs be evaluated?,no,synpic44865.jpg
Can you appreciate a pleural effusion anywhere?,no,synpic31248.jpg
Is pleural effusion present?,no,synpic31248.jpg
Are adrenal glands present in this image?,no,synpic30215.jpg
Can you see the adrenals?,no,synpic30215.jpg
Did the problem originate in the brain?,no,synpic57935.jpg
Do you suspect a primary brain process?,no,synpic57935.jpg
Is/Are there a fracture in the patient's vertebrae?,no,synpic32136.jpg
Is/Are there a fracture in the patient's vertebrae?,no,synpic32136.jpg
Does the left humerus appear to be fractured?,No,synpic33226.jpg
Is/Are the humerus fractured?,No,synpic33226.jpg
Is there a fracture of the left humerus?,No,synpic33226.jpg
Can this plane detect an aortic aneurysm 	if present?,yes,synpic43648.jpg
Can a diagnosis of appendicitis be made from this image?,No,synpic47196.jpg
Is this confirmed appendicitis?,No,synpic47196.jpg
Are both lungs abnormally inflated?,no,synpic33226.jpg
Can you visualize the 4th ventricle?,No,synpic40096.jpg
Is/Are there 4th ventricle present?,No,synpic40096.jpg
Is the 4th ventricle present in this image?,No,synpic40096.jpg
Is/Are there 4th ventricle present?,No,synpic40096.jpg
Can a pleural effusion be appreciated on the right side?,no,synpic44865.jpg
Is/Are there a right pleural effusion?,no,synpic44865.jpg
Is there a right-sided pleural effusion?,no,synpic44865.jpg
Is/Are there a right pleural effusion?,no,synpic44865.jpg
Do you suspect a physical injury or a medical process?,Medical process,synpic38263.jpg
What is the cause of this finding: medical process or physical injury?,Medical process,synpic38263.jpg
Does the skull appear fractured?,No,synpic46943.jpg
Is there a skull fracture?,No,synpic46943.jpg
what is the secondary pathology?,moderate edema,synpic49027.jpg
What is/are the secondary pathology ?,moderate edema,synpic49027.jpg
What is the secondary abnormality in this image?,moderate edema,synpic49027.jpg
What is/are the secondary pathology ?,moderate edema,synpic49027.jpg
Is this an anoxic injury?,yes,synpic41325.jpg
Is there anoxic brain infarction?,yes,synpic41325.jpg
Is/Are there hylar lymphadenopathy?,yes,synpic32962.jpg
Is/Are there hylar lymphadenopathy?,yes,synpic32962.jpg
Is/Are there a widened mediastinum?,Yes,synpic32962.jpg
Is/Are there a widened mediastinum?,Yes,synpic32962.jpg
Does this image show heart failure?,yes,synpic18651.jpg
is this heart failure,yes,synpic18651.jpg
Is/Are the heart enlarged?,yes,synpic18651.jpg
Is/Are the heart enlarged?,yes,synpic18651.jpg
is the heart enlarged?,yes,synpic46976.jpg
Is/Are the heart enlarged?,yes,synpic46976.jpg
Is there cardiomegaly?,yes,synpic46976.jpg
Is/Are the heart enlarged?,yes,synpic46976.jpg
Is this coronal plane?,yes,synpic32962.jpg
is the stomach wall thickened?,yes,synpic51926.jpg
Is/Are there thickening in the patient's gastric wall?,yes,synpic51926.jpg
Is there thickening of the gastric wall?,yes,synpic51926.jpg
Is/Are there thickening in the patient's gastric wall?,yes,synpic51926.jpg
What is the location of the mass,anterior to the transverse colon,synpic24424.jpg
Where is/are the mass located?,anterior to the transverse colon,synpic24424.jpg
where is the mass located?,anterior to the transverse colon,synpic24424.jpg
Where is/are the mass located?,anterior to the transverse colon,synpic24424.jpg
is this an axial plane image,yes,synpic51383.jpg
Is/Are there a pleural effusion?,yes,synpic46539.jpg
Is/Are there a pleural effusion?,yes,synpic46539.jpg
Is/Are there mass effect?,no,synpic39301.jpg
Is/Are there mass effect?,no,synpic39301.jpg
Is there a lung mass?,yes,synpic51872.jpg
Is/Are there a lung mass?,yes,synpic51872.jpg
Is there a mass in the lung?,yes,synpic51872.jpg
Is/Are there a lung mass?,yes,synpic51872.jpg
is there a bowel obstrution,yes,synpic43433.jpg
Is/Are there obstruction in the patient's bowel?,yes,synpic43433.jpg
Is the bowel obstructed?,yes,synpic43433.jpg
Is/Are there obstruction in the patient's bowel?,yes,synpic43433.jpg
Is there hemorrhage?,no,synpic39301.jpg
Is/Are there hemorrhage?,no,synpic39301.jpg
Is hemorrhage seen?,no,synpic39301.jpg
Is/Are there hemorrhage?,no,synpic39301.jpg
What is the primary abnormality in this image?,ring enhancing lesion in the left occipital lobe,synpic49027.jpg
What is/are the primary pathology ?,ring enhancing lesion in the left occipital lobe,synpic49027.jpg
what is the primary pathology,ring enhancing lesion in the left occipital lobe,synpic49027.jpg
What is/are the primary pathology ?,ring enhancing lesion in the left occipital lobe,synpic49027.jpg
is the peritoneum thickened?,yes,synpic24424.jpg
Is/Are there thickening in the patient's peritoneum?,yes,synpic24424.jpg
Is there thickening of the peritoneum?,yes,synpic24424.jpg
Is/Are there thickening in the patient's peritoneum?,yes,synpic24424.jpg
Is this mass located in the liver?,yes,synpic40596.jpg
Is/Are the mass located near/in the liver?,yes,synpic40596.jpg
Is this a hepatic mass?,yes,synpic40596.jpg
Is/Are the mass located near/in the liver?,yes,synpic40596.jpg
The pathology is located in which lobes of the brain?,parietal and occipital lobes,synpic44995.jpg
Where is/are the pathology located?,parietal and occipital lobes,synpic44995.jpg
which lobes demonstrate pathology,parietal and occipital lobes,synpic44995.jpg
What is the abnormal lobe?,parietal and occipital lobes,synpic44995.jpg
What is the likely pathology?,PRES,synpic39301.jpg
What is the most likely cause of these abnormalities?,PRES,synpic39301.jpg
Is/Are there a mass?,yes,synpic31259.jpg
Is/Are there a mass?,yes,synpic31259.jpg
What is abnormal in this image?,cardiomegaly with pulmonary edema,synpic18651.jpg
What is abnormal in this image?,cardiomegaly with pulmonary edema,synpic18651.jpg
does this constitute a pulmonary pathology?,yes,synpic23989.jpg
What organ system is displayed?,CNS,synpic39301.jpg
Are the sulci blunted?,yes,synpic56388.jpg
Is/Are there blunted sulci?,yes,synpic56388.jpg
Is there blunting of the sulci?,yes,synpic56388.jpg
Is/Are there blunted sulci?,yes,synpic56388.jpg
is the mass cystic?,yes,synpic27597.jpg
Is/Are the mass cystic? -yes/no,yes,synpic27597.jpg
Would you describe the mass as cystic?,yes,synpic27597.jpg
Is/Are the mass cystic? -yes/no,yes,synpic27597.jpg
what is the location of the mass?,cecum,synpic43433.jpg
Where is/are the mass located?,cecum,synpic43433.jpg
Where is the mass?,cecum,synpic43433.jpg
Where is/are the mass located?,cecum,synpic43433.jpg
Is this lesion loculated,no,synpic46539.jpg
Is/Are the lesion loculated? -yes/no,no,synpic46539.jpg
Is there loculation of this lesion?,no,synpic46539.jpg
Is/Are the lesion loculated? -yes/no,no,synpic46539.jpg
Is this a standing CXR,no,synpic22037.jpg
What organ system is this?,CNS,synpic51383.jpg
what it causing the widening?,mass,synpic55464.jpg
What is the widened mediastinum caused by?,mass,synpic55464.jpg
is this an AP CXR,yes,synpic23989.jpg
Is this an axial image?,yes,synpic39301.jpg
What is the modality?,CXR,synpic32962.jpg
Is/Are there edema in the patient's brain?,yes,synpic56388.jpg
Is/Are there edema in the patient's brain?,yes,synpic56388.jpg
is the pulmonary system shown?,yes,synpic22037.jpg
in what system is the pathology?,GI,synpic51926.jpg
What system is this pathology in?,GI,synpic51926.jpg
Is the structure cystic?,yes,synpic40596.jpg
Is/Are the mass cystic?,yes,synpic40596.jpg
Is the mass a cyst?,yes,synpic40596.jpg
Is/Are the mass cystic? ,yes,synpic40596.jpg
Do the masses contain calcification?,yes,synpic27597.jpg
Is/Are there calcification?,yes,synpic27597.jpg
is there calcification,yes,synpic27597.jpg
Is/Are there calcification?,yes,synpic27597.jpg
Is the mediastinum widened?,yes,synpic55464.jpg
Is/Are there a widened mediastinum?,yes,synpic55464.jpg
Is there a widened mediastium?,yes,synpic55464.jpg
Is/Are there a widened mediastinum?,yes,synpic55464.jpg
What plane is demonstrated?,Coronal,synpic23989.jpg
is the stomach filled?,yes,synpic21700.jpg
Is/Are there fullness in the patient's stomach?,yes,synpic21700.jpg
Is there gastric fullness?,yes,synpic21700.jpg
Is/Are there fullness in the patient's stomach?,yes,synpic21700.jpg
How would you characterize the lesion?,ring enhancing lesion,synpic49027.jpg
How would you describe the lesion?,ring enhancing lesion,synpic49027.jpg
What is the characterization of the lesion,ring enhancing lesion,synpic49027.jpg
How would you describe the lesion?,ring enhancing lesion,synpic49027.jpg
Where is/are the cavitary lesion located?,Right upper lobe,synpic51872.jpg
Where is/are the cavitary lesion located?,Right upper lobe,synpic51872.jpg
is the renal system dilated?,yes,synpic40596.jpg
Is/Are the kidney dilated?,yes,synpic40596.jpg
Is there hydronephrosis?,yes,synpic40596.jpg
Is/Are the kidney dilated?,yes,synpic40596.jpg
Is/Are there increased vascular markings? ,yes,synpic46976.jpg
Is/Are the vascular markings increased?,yes,synpic46976.jpg
Is the bowel dilated?,yes,synpic43433.jpg
Is/Are there dilation in the patient's bowel?,yes,synpic43433.jpg
is there dilation of the bowel?,yes,synpic43433.jpg
Is/Are there dilation in the patient's bowel?,yes,synpic43433.jpg
What is the pathology?,Left Apical Pneumothorax,synpic23989.jpg
What is abnormal in this image?,Left Apical Pneumothorax,synpic23989.jpg
What pathology is shown?,Left Apical Pneumothorax,synpic23989.jpg
What is abnormal in this image?,Left Apical Pneumothorax,synpic23989.jpg
Can you appreciate a mass in this image?,yes,synpic27597.jpg
Is/Are there a mass?,yes,synpic27597.jpg
is there a mass demonstrated?,yes,synpic27597.jpg
Is/Are there a mass?,yes,synpic27597.jpg
Doe this image depict an interstitial lung process?,yes,synpic32962.jpg
Is/Are there interstitial process in the patient's lungs?,yes,synpic32962.jpg
Is there an interstitial lung process?,yes,synpic32962.jpg
Is/Are there interstitial process in the patient's lungs?,yes,synpic32962.jpg
is the caudate nucleus involved?,yes,synpic41325.jpg
Is the caudate nucleus involved?,yes,synpic41325.jpg
Is there involvement of the caudate nucleus?,yes,synpic41325.jpg
Is/Are the pathology located near/in the caudate nucleus?,yes,synpic41325.jpg
What is the lesion's disease origin?,vascular,synpic51383.jpg
"What disease origin is the lesion(eg, vascular vs. neoplastic)?",vascular,synpic51383.jpg
Is this a PA film?,yes,synpic55464.jpg
Does the pathology involve the CV system,yes,synpic55464.jpg
Does this image show a normal gallbladder?,yes,synpic32108.jpg
Is/Are the gallbladder normal?,yes,synpic32108.jpg
Is the GB normal?,yes,synpic32108.jpg
Is/Are the gallbladder normal?,yes,synpic32108.jpg
what is the composition of the mass?,fat,synpic24424.jpg
How would you describe the mass composition?,fat,synpic24424.jpg
What is this mass primarily made of?,fat,synpic24424.jpg
How would you describe the mass composition?,fat,synpic24424.jpg
Is there gall bladder pathology?,no,synpic32108.jpg
Is the gallbladder abnormal?,no,synpic32108.jpg
Is there pathology of the gallbladder?,no,synpic32108.jpg
Is the gallbladder abnormal?,no,synpic32108.jpg
What is the pathology in this image?,cardiomegaly,synpic46976.jpg
What is/are the pathology near/in the image?,cardiomegaly,synpic46976.jpg
what pathology is demonstrated?,cardiomegaly,synpic46976.jpg
What is/are the pathology near/in the image?,cardiomegaly,synpic46976.jpg
Can you appreciate inflammation?,yes,synpic21700.jpg
Is/Are there inflammation?,yes,synpic21700.jpg
is there inflammation?,yes,synpic21700.jpg
Is/Are there inflammation?,yes,synpic21700.jpg
Is the chest xray underexposed?,yes,synpic22037.jpg
Is this image underexposed?,yes,synpic22037.jpg
Can you appreciate hemorrhage in this image?,yes,synpic56388.jpg
Is/Are there hemorrhage?,yes,synpic56388.jpg
Is there hemorrhage,yes,synpic56388.jpg
Is/Are there hemorrhage?,yes,synpic56388.jpg
This radiograph contains what foreign body?,sternotomy wires and surgical clips,synpic31259.jpg
What is/are the foreign body near/in the lung?,sternotomy wires and surgical clips,synpic31259.jpg
what is the foreign body,sternotomy wires and surgical clips,synpic31259.jpg
What is/are the foreign body near/in the lung?,sternotomy wires and surgical clips,synpic31259.jpg
Where is/are the mass located?,head of the pancreas,synpic21700.jpg
Where is/are the mass located?,head of the pancreas,synpic21700.jpg
what is the plane?,coronal,synpic22037.jpg
What modality is shown?,FLAIR MRI,synpic39301.jpg
Do you see a cavitary lesion in this chest xray?,yes,synpic51872.jpg
Is/Are there a cavitary lesion?,yes,synpic51872.jpg
is there a cavitary lesion?,yes,synpic51872.jpg
Is/Are there a cavitary lesion?,yes,synpic51872.jpg
Does this patient have cardiomegaly?,No,synpic27047.jpg
Is this patient intubated?,No,synpic21042.jpg
Is there intraperitoneal hemorrhage present in this image?,Yes,synpic20208.jpg
Can the kidneys be visualized in this CT scan?,Yes,synpic31467.jpg
Where can omental caking be seen in this image?,Left lateral aspect of anterior peritoneum,synpic22310.jpg
Where is the lesion located?,Left mid lung,synpic16170.jpg
Is this a PA image?,yes,synpic21042.jpg
Does this patient have a pneumothorax?,Yes,synpic33378.jpg
In what ventricle is the enhancing intraventricular mass seen?,4th ventricle,synpic55317.jpg
What signs of appendicitis are seen in this image?,"Fat stranding around the appendix, thickened appendiceal walls, dilated appendix, and an appendicolith is seen as well",synpic35155.jpg
Does this radiograph contain parts of the cardiovascular system?,yes,synpic100132.jpg
Does this patient have a skull fracture?,No,synpic55317.jpg
Does this image show a normal gallbladder?,No,synpic53635.jpg
Is there fat stranding around the appendix?,Yes,synpic22982.jpg
Is the heart enlarged?,No,synpic100132.jpg
How would you describe this lesion?,Ring enhancing lesion in the right frontal lobe,synpic51282.jpg
Is there acute blood present on this head CT?,No,synpic16520.jpg
Does this patient have a pleural effusion?,No,synpic33378.jpg
Was this image taken in the AP or PA plane?,PA,synpic100132.jpg
What region of the brain shows hyperintensity?,Right lenticular nucleus,synpic34854.jpg
Does this xray show an intubated patient?,No,synpic28355.jpg
Is this an axial image?,yes,synpic53635.jpg
Which side is the pneumothorax on?,Right side,synpic33378.jpg
Does this image display the CNS?,yes,synpic55317.jpg
Is this CT scan enhanced by IV contrast?,Yes,synpic31467.jpg
Does this image show a pneumothorax?,No,synpic21042.jpg
What is represented by the black parts of the image within the large intestine?,Air,synpic48122.jpg
Does this image display hydrocephalus?,Yes,synpic55317.jpg
Which rib is fractured?,3rd rib,synpic100132.jpg
In what plane is this MRI taken?,Axial,synpic55317.jpg
What type of imaging modality is seen in this image?,X-ray plain film,synpic21042.jpg
"What organ is seen in the Left posterior portion of this image, to the left of the spinal column?",The left kidney,synpic53635.jpg
Is this a CT scan?,no,synpic100132.jpg
What solid organ is seen on the right side of this image?,The liver,synpic20208.jpg
What is one organ system seen in this image?,Respiratory System,synpic21042.jpg
Is this xray suggestive of aortic dissection?,No,synpic28355.jpg
Does this patient have any fractured ribs?,No,synpic16170.jpg
Is there fat stranding shown in this image?,Yes,synpic53635.jpg
What part of the body is being imaged?,The abdomen,synpic35155.jpg
What type of imaging modality is this?,Xray - plain film,synpic27047.jpg
What abnormality can be seen in the greater omentum?,Omental caking,synpic22310.jpg
Is this a contrast enhanced image?,Yes,synpic22310.jpg
Is this an MRI?,yes,synpic55317.jpg
Is the width of the abdominal aorta within normal limits?,No,synpic31467.jpg
What type of MRI sequence is this?,Diffusion Weighted Imaging (DWI),synpic34854.jpg
Is this image enhanced by contrast?,Yes,synpic21028.jpg
What lobe of the brain is the lesion found in?,The right frontal lobe,synpic51282.jpg
There is a mass found in which organ?,The pancreas,synpic21028.jpg
Does the appendix appear normal?,No,synpic22982.jpg
Was this a contrast CT or a non-contrast CT?,Contrast CT with GI and IV contrast,synpic35155.jpg
Do we see diffuse cerebral edema in this MRI?,No,synpic55286.jpg
What is the difference between the left and right costophrenic angles?,The left costophrenic angle is blunted,synpic100132.jpg
Is there a clavicle fracture shown in this radiograph?,No,synpic27047.jpg
On which side of the brain is the infarction?,Right side,synpic34854.jpg
There is a large enhancing mass growing from what organ in this CT scan?,The left kidney,synpic22684.jpg
Is this a contrast CT or a non-contrast CT?,Non-contrast CT,synpic16520.jpg
Does this patient have an endotracheal tube placed?,No,synpic21037.jpg
Which lobe of the brain demonstrates a hyper-intense signal in this T2 weighted MRI image?,The left occipital lobe,synpic38858.jpg
Does this CXR display pneumoperitoneum?,No,synpic21037.jpg
Is the appendix seen in this image ruptured?,No,synpic35155.jpg
Can the liver be seen in this image?,Yes,synpic22684.jpg
What imaging modality is seen here?,CT with GI and IV contrast,synpic53635.jpg
Can you see intraperitoneal bleeding in this CT?,No,synpic48122.jpg
What vessel is seen just anterior to the spine enhancing with contrast?,The aorta,synpic22684.jpg
What two large vessels are seen directly anterior to the spinal column?,The aorta and the inferior vena cava,synpic20208.jpg
Is the appendix seen in this image inflamed?,Yes,synpic35155.jpg
Does this image display the contents of the abdomen?,yes,synpic20208.jpg
Which side of the image is the thoracic mass located on?,Left side,synpic21037.jpg
Was contrast used with this image?,Yes,synpic22982.jpg
Does this image show a pleural effusion?,No,synpic21042.jpg
Where is the bleed?,Subarachnoid,synpic45914.jpg
Where is/are the bleed located?,Subarachnoid,synpic45914.jpg
What kind of brain bleed is this?,Subarachnoid,synpic45914.jpg
 What is/are the bleed near/in the brain? ,Subarachnoid,synpic45914.jpg
Where is the enhancement in left rectus muscles?,Medial rectus,synpic54004.jpg
Where is/are the enhanced muscles on the left located?,Medial rectus,synpic54004.jpg
Which rectus muscles are enhanced on the left?,Medial rectus,synpic54004.jpg
Where is/are the enhanced muscles on the left located?,Medial rectus,synpic54004.jpg
How do you tell which side is R vs L?,Imagine the patient is laying down and you are looking from the feet,synpic28180.jpg
How can you tell contrast has been give orally?,Bowel contents light up on image,synpic22156.jpg
Where is/are the diaphragm elevation located?,Right,synpic26248.jpg
Where is/are the diaphragm elevation located?,Right,synpic26248.jpg
What is the connection of the left renal vein?,IVC,synpic41119.jpg
What is the drainage of the left renal vein?,IVC,synpic41119.jpg
Is the Saggital plane?,no,synpic22156.jpg
What type of image is this?,Chest xray,synpic17848.jpg
Is there evidence of pneumothorax?,No,synpic17848.jpg
Is/Are there pneumothorax?,No,synpic17848.jpg
Is there a pneumothorax?,No,synpic17848.jpg
Is/Are there pneumothorax?,No,synpic17848.jpg
What side are the infarcts located?,Bilateral,synpic54802.jpg
Where is/are the infarcts located?,Bilateral,synpic54802.jpg
Where are the infarcts seen?,Bilateral,synpic54802.jpg
Where is/are the infarcts located?,Bilateral,synpic54802.jpg
Are the pulmonary arteries enlarged?,Yes,synpic16407.jpg
Is/Are the pulmonary arteries enlarged?,Yes,synpic16407.jpg
Do the pulmonary arteries appear enlarged?,Yes,synpic16407.jpg
Is/Are the pulmonary arteries enlarged?,Yes,synpic16407.jpg
Is this an mri?,yes,synpic35191.jpg
How would you describe the lesions?,Loculated,synpic45634.jpg
How would you describe the lesions?,Loculated,synpic45634.jpg
What is one adjective to describe the lesion(s)?,Loculated,synpic45634.jpg
How would you describe the lesions?,Loculated,synpic45634.jpg
Is/Are the lesion wedge-shaped? -yes/no,Yes,synpic53033.jpg
Is/Are the lesion wedge-shaped? -yes/no,Yes,synpic53033.jpg
Where is/are the left side located?,Left,synpic53033.jpg
Are the lesions in the cerebellum?,yes,synpic35191.jpg
What kind of image is this?,chest x Ray,synpic22097.jpg
What modality is this?,chest x Ray,synpic22097.jpg
Are the findings normal?,No,synpic17848.jpg
Is this image normal?,No,synpic17848.jpg
Is this a normal image?,No,synpic17848.jpg
Is this image normal?,No,synpic17848.jpg
Where is the enhancement in right rectus muscles?,Medial and lateral rectus,synpic54004.jpg
Where is/are the enhanced muscles on the right located?,Medial and lateral rectus,synpic54004.jpg
Which Rectus muscles are enhanced on the right?,Medial and lateral rectus,synpic54004.jpg
Where is/are the enhanced muscles on the right located?,Medial and lateral rectus,synpic54004.jpg
Is this normal gallbladder finding?,no,synpic28180.jpg
Does the lesion demonstrate ring enhancement?,Yes,synpic49862.jpg
Is/Are the lesion ring enhancing? -yes/no,Yes,synpic49862.jpg
Is this lesion ring enhancing?,Yes,synpic49862.jpg
Is/Are the lesion ring enhancing? -yes/no,Yes,synpic49862.jpg
Is there evidence of calcification?,No,synpic53097.jpg
Is/Are the mass calcified? -yes/no,No,synpic53097.jpg
Is the mass calcified?,No,synpic53097.jpg
Is/Are the mass calcified? -yes/no,No,synpic53097.jpg
What is the location of the mass?,Pineal gland,synpic53097.jpg
Where is/are the mass located?,Pineal gland,synpic53097.jpg
Where is the mass located?,Pineal gland,synpic53097.jpg
Where is/are the mass located?,Pineal gland,synpic53097.jpg
Do you always recommend using both IV and oral contrast?,no,synpic28180.jpg
Are the lungs hyperinflated?,Yes,synpic16407.jpg
Is/Are the lungs hyperinflated?,Yes,synpic16407.jpg
Do the lungs appear hyperinflated?,Yes,synpic16407.jpg
Is/Are the lungs hyperinflated?,Yes,synpic16407.jpg
The air fluid level is in which location?,Cardiac region,synpic26248.jpg
Where is/are the air fluid level located?,Cardiac region,synpic26248.jpg
Where is there an air fluid level?,Cardiac region,synpic26248.jpg
Where is/are the air fluid level located?,Cardiac region,synpic26248.jpg
Where is/are the pleural effusion located?,Right side,synpic40520.jpg
Where is/are the pleural effusion located?,Right side,synpic40520.jpg
Do you see dependent layering in the occipital horns of the lateral ventricles?,Yes,synpic45914.jpg
Is/Are there dependent layering in the occipital horns of the lateral ventricles??,Yes,synpic45914.jpg
Is there dependent layering in the occipital horns of the lateral ventricles?,Yes,synpic45914.jpg
Is/Are there dependent layering in the occipital horns of the lateral ventricles??,Yes,synpic45914.jpg
What do the hyperdensities represent?,Infarct,synpic54802.jpg
What are the hyperdensities indicative of?,Infarct,synpic54802.jpg
What could cause this finding?,Congenital developmental disorder? History of surgery and past manipulation?,synpic22156.jpg
What type of image modality is this?,MR FLAIR,synpic57813.jpg
Which image modality is this?,MR FLAIR,synpic57813.jpg
How is the image oriented?,PA,synpic17693.jpg
What plane is this X-ray in?,PA,synpic17693.jpg
Are the enhanced muscles also enlarged?,yes,synpic54004.jpg
Is/Are the enhanced muscles enlarged? -yes/no,yes,synpic54004.jpg
Do the enhanced muscles appear enlarged?,yes,synpic54004.jpg
Is/Are the enhanced muscles enlarged? -yes/no,yes,synpic54004.jpg
What side of the abdomen is the aorta on?,Left,synpic41119.jpg
Where is/are the aorta located?,Left,synpic41119.jpg
Where is the aorta located relative to the midline?,Left,synpic41119.jpg
Where is/are the aorta located?,Left,synpic41119.jpg
Which side is abnormal?,Left,synpic22097.jpg
Where is/are the defect located?,Left,synpic22097.jpg
Which lung has a defect?,Left,synpic22097.jpg
Where is/are the defect located?,Left,synpic22097.jpg
Is/Are there an acute infarction in the patient's brain?,Yes,synpic53033.jpg
Is/Are there an acute infarction in the patient's brain?,Yes,synpic53033.jpg
What area is abnormal?,Right cerebellum,synpic45634.jpg
Where is/are the abnormality located?,Right cerebellum,synpic45634.jpg
Where is/are the abnormality located?,Right cerebellum,synpic45634.jpg
Where is/are the abnormality located?,Right cerebellum,synpic45634.jpg
Where is/are the acute infarcts located?,R frontal lobe,synpic54802.jpg
Where is/are the acute infarcts located?,R frontal lobe,synpic54802.jpg
In which area of the brain are the infarcts found?,Right Cerebellum,synpic57813.jpg
Where is/are the infarcts located?,Right Cerebellum,synpic57813.jpg
Where are the infarcts located?,Right Cerebellum,synpic57813.jpg
Where is/are the infarcts located?,Right Cerebellum,synpic57813.jpg
What organ systems can be evaluated with this image?,Respiratory 	cardia c	musculoskeletal,synpic17848.jpg
Is/Are the trachea located near/in the midline?,Yes,synpic40520.jpg
Is the trachea midline?,Yes,synpic40520.jpg
What side is the lesion located on?,Right,synpic52732.jpg
Where is the lesion?,Right,synpic52732.jpg
Is the lesion located in gray or white matter?,White matter,synpic52732.jpg
Where is the lesion located?,White matter,synpic52732.jpg
Is the lesion seen in the gray or white matter?,White matter,synpic52732.jpg
Where is the lesion located?,White matter,synpic52732.jpg
Are the findings normal?,No,synpic45634.jpg
Is this image normal?,No,synpic45634.jpg
Is this image normal?,No,synpic45634.jpg
Is this image normal?,No,synpic45634.jpg
how can you tell this is a T2 weighted image?,CSF is white,synpic59131.jpg
Is this image best taken on expiration?,no,synpic17848.jpg
What is the best MRI weighting for ring enhancing lesions?,T2,synpic59131.jpg
What is seen in the occipital lobe?,Ring enhancing lesion,synpic59131.jpg
What is/are the findings near/in the occipital lobe?,Ring enhancing lesion,synpic59131.jpg
What is abnormal about the occipital lobe?,Ring enhancing lesion,synpic59131.jpg
What is/are the findings near/in the occipital lobe?,Ring enhancing lesion,synpic59131.jpg
Does the R vertebral artery appear normal?,No,synpic57813.jpg
