img_id,img_name,question,answer,q_lang,location,modality,answer_type,base_type,content_type,triple,qid
254,xmlab254/source.jpg,Does this image look normal?,Yes,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1272
254,xmlab254/source.jpg,What is the largest organ in the picture?,Lung,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1273
254,xmlab254/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1274
254,xmlab254/source.jpg,Does the picture contain kidney?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1275
254,xmlab254/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1276
254,xmlab254/source.jpg,Does the picture contain lung?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1277
254,xmlab254/source.jpg,Does the picture contain heart?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1278
254,xmlab254/source.jpg,How many kidneys in this image?,0,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1279
254,xmlab254/source.jpg,"Which is bigger in this image, liver or heart?",Heart,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1280
254,xmlab254/source.jpg,What is the rightmost organ in this image?,Left Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1281
254,xmlab254/source.jpg,What organ is the gray part on the left of the image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1282
254,xmlab254/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1283
254,xmlab254/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1284
254,xmlab254/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1285
254,xmlab254/source.jpg,Which is the liver?,Grey circle on the left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1286
255,xmlab255/source.jpg,What modality is used to take this image?,CT,en,Chest_heart,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1287
255,xmlab255/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Chest_heart,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1288
255,xmlab255/source.jpg,What is the largest organ in the picture?,Lung,en,Chest_heart,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1289
255,xmlab255/source.jpg,Does the picture contain liver?,No,en,Chest_heart,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1290
255,xmlab255/source.jpg,Does the picture contain kidney?,No,en,Chest_heart,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1291
255,xmlab255/source.jpg,Does the picture contain spleen?,No,en,Chest_heart,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1292
255,xmlab255/source.jpg,Does the picture contain lung?,Yes,en,Chest_heart,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1293
255,xmlab255/source.jpg,Does the picture contain heart?,Yes,en,Chest_heart,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1294
255,xmlab255/source.jpg,"Which is bigger in this image, heart or lung?",Lung,en,Chest_heart,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1295
255,xmlab255/source.jpg,What organ is the black part on the right of the image?,Left Lung,en,Chest_heart,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1296
255,xmlab255/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Chest_heart,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1297
255,xmlab255/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Chest_heart,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1298
255,xmlab255/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Chest_heart,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1299
255,xmlab255/source.jpg,What are the white points in the black part of the body?,Pulmonary bronchus,en,Chest_heart,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1300
256,xmlab256/source.jpg,What modality is used to take this image?,CT,en,Chest_lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1301
256,xmlab256/source.jpg,Which part of the body does this image belong to?,Chest,en,Chest_lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1302
256,xmlab256/source.jpg,What is the largest organ in the picture?,Lung,en,Chest_lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1303
256,xmlab256/source.jpg,Does the picture contain liver?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1304
256,xmlab256/source.jpg,Does the picture contain kidney?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1305
256,xmlab256/source.jpg,Does the picture contain spleen?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1306
256,xmlab256/source.jpg,Does the picture contain lung?,Yes,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1307
256,xmlab256/source.jpg,Does the picture contain heart?,Yes,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1308
256,xmlab256/source.jpg,"Which is bigger in this image, heart or lung?",Lung,en,Chest_lung,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1309
256,xmlab256/source.jpg,What organ is the black part on the right of the image?,Left Lung,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1310
256,xmlab256/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1311
256,xmlab256/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1312
256,xmlab256/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Chest_lung,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1313
256,xmlab256/source.jpg,What are the white veins in the black part of the body?,Pulmonary bronchus,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1314
259,xmlab259/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1315
259,xmlab259/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1316
259,xmlab259/source.jpg,What is the largest organ in the picture?,Lung,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1317
259,xmlab259/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1318
259,xmlab259/source.jpg,Does the picture contain kidney?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1319
259,xmlab259/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1320
259,xmlab259/source.jpg,How many kidneys in this image?,0,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1321
259,xmlab259/source.jpg,Does this image look normal?,Yes,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1322
259,xmlab259/source.jpg,Does the picture contain lung?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1323
259,xmlab259/source.jpg,Does the picture contain heart?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1324
259,xmlab259/source.jpg,"Which is bigger in this image, liver or heart ?",Heart,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1325
259,xmlab259/source.jpg,What organ is the gray part on the left of the image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1326
259,xmlab259/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1327
259,xmlab259/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1328
259,xmlab259/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1329
259,xmlab259/source.jpg,Which is the liver?,Gray ball on the left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1330
26,xmlab26/source.jpg,What modality is used to take this image?,MRI,en,Lung,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",1331
26,xmlab26/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Lung,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",1332
26,xmlab26/source.jpg,What is the mr weighting in this image?,T1,en,Lung,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",1333
26,xmlab26/source.jpg,What is the largest organ in the picture?,Liver,en,Lung,MRI,OPEN,vqa,Size,"['vhead', '_', '_']",1334
26,xmlab26/source.jpg,Does the picture contain liver?,Yes,en,Lung,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",1335
26,xmlab26/source.jpg,Does the picture contain kidney?,No,en,Lung,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",1336
26,xmlab26/source.jpg,Does the picture contain spleen?,Yes,en,Lung,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",1337
26,xmlab26/source.jpg,How many kidneys in this image?,0,en,Lung,MRI,OPEN,vqa,Quantity,"['vhead', '_', '_']",1338
26,xmlab26/source.jpg,Is the liver healthy?,Yes,en,Lung,MRI,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1339
26,xmlab26/source.jpg,Does the kidneys look abnormal?,No,en,Lung,MRI,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1340
26,xmlab26/source.jpg,Does the spleen look normal?,Yes,en,Lung,MRI,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1341
26,xmlab26/source.jpg,What is the organ located in the lower right corner?,Spleen,en,Lung,MRI,OPEN,vqa,Organ,"['vhead', '_', '_']",1342
26,xmlab26/source.jpg,What is the organ on the left side of this image?,Liver,en,Lung,MRI,OPEN,vqa,Organ,"['vhead', '_', '_']",1343
260,xmlab260/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1344
260,xmlab260/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1345
260,xmlab260/source.jpg,Does this image look normal?,No,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1346
260,xmlab260/source.jpg,What is the largest organ in the picture?,Liver,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1347
260,xmlab260/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1348
260,xmlab260/source.jpg,Does the picture contain kidney?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1349
260,xmlab260/source.jpg,Does the picture contain spleen?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1350
260,xmlab260/source.jpg,Does the picture contain lung?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1351
260,xmlab260/source.jpg,Does the picture contain heart?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1352
260,xmlab260/source.jpg,Where is the liver?,Lower Left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1353
260,xmlab260/source.jpg,Where is/are the abnormality located?,Liver,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1354
260,xmlab260/source.jpg,How many kidneys in this image?,0,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1355
260,xmlab260/source.jpg,Does the spleen look normal?,Yes,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1356
260,xmlab260/source.jpg,What is the rightmost organ in this image?,Large Bowel,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1357
260,xmlab260/source.jpg,What organ is the gray part on the lower left of the image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1358
260,xmlab260/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1359
261,xmlab261/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1360
261,xmlab261/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1361
261,xmlab261/source.jpg,Does this image look normal?,No,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1362
261,xmlab261/source.jpg,What is the largest organ in the picture?,Liver,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1363
261,xmlab261/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1364
261,xmlab261/source.jpg,Does the picture contain kidney?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1365
261,xmlab261/source.jpg,Does the picture contain spleen?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1366
261,xmlab261/source.jpg,Does the picture contain lung?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1367
261,xmlab261/source.jpg,Does the picture contain heart?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1368
261,xmlab261/source.jpg,What diseases are included in the picture?,Liver Cancer,en,Abdomen,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",1369
261,xmlab261/source.jpg,Where is/are the abnormality located?,Liver,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1370
261,xmlab261/source.jpg,How many kidneys in this image?,2,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1371
261,xmlab261/source.jpg,Does the spleen look normal?,Yes,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1372
261,xmlab261/source.jpg,"Which is bigger in this image, spleen or kidney?",Spleen,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1373
261,xmlab261/source.jpg,What is the rightmost organ in this image?,Large Bowel,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1374
261,xmlab261/source.jpg,What is the organ on the top of the body in this image?,Large Bowel and Stomach,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1375
261,xmlab261/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1376
261,xmlab261/source.jpg,Which is the kidney?,Symmetrical to the bone marrow,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1377
262,xmlab262/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1378
262,xmlab262/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1379
262,xmlab262/source.jpg,Does this image look normal?,No,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1380
262,xmlab262/source.jpg,What is the largest organ in the picture?,Liver,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1381
262,xmlab262/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1382
262,xmlab262/source.jpg,Does the picture contain kidney?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1383
262,xmlab262/source.jpg,Does the picture contain spleen?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1384
262,xmlab262/source.jpg,Does the picture contain lung?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1385
262,xmlab262/source.jpg,Does the picture contain heart?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1386
262,xmlab262/source.jpg,What diseases are included in the picture?,Liver Cancer,en,Abdomen,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",1387
262,xmlab262/source.jpg,Where is the liver?,Lower Left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1388
262,xmlab262/source.jpg,Where is/are the abnormality located?,Liver,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1389
262,xmlab262/source.jpg,How many kidneys in this image?,2,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1390
262,xmlab262/source.jpg,"Which is the biggest in this image, liver, spleen or kidney?",Liver,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1391
262,xmlab262/source.jpg,What is the rightmost organ in this image?,Large Bowel,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1392
262,xmlab262/source.jpg,What organ is the gray part on the lower left of the image?,Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1393
262,xmlab262/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1394
262,xmlab262/source.jpg,What organ is the black hole in the upper right corner?,Stomach,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1395
262,xmlab262/source.jpg,Which is the kidney?,Symmetrical to the bone marrow,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1396
265,xmlab265/source.jpg,What modality is used to take this image?,CT,en,Chest_lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1397
265,xmlab265/source.jpg,Which part of the body does this image belong to?,Chest,en,Chest_lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1398
265,xmlab265/source.jpg,What is the largest organ in the picture?,Lung,en,Chest_lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1399
265,xmlab265/source.jpg,Does the picture contain liver?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1400
265,xmlab265/source.jpg,Does the picture contain kidney?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1401
265,xmlab265/source.jpg,Does the picture contain spleen?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1402
265,xmlab265/source.jpg,Does the picture contain lung?,Yes,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1403
265,xmlab265/source.jpg,Does the picture contain heart?,Yes,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1404
265,xmlab265/source.jpg,What is the rightmost organ in this image?,Left Lung,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1405
265,xmlab265/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1406
265,xmlab265/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1407
265,xmlab265/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Chest_lung,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1408
265,xmlab265/source.jpg,What are the white veins in the black part of the body in this image?,Pulmonary bronchus,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1409
266,xmlab266/source.jpg,What modality is used to take this image?,CT,en,Chest_lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1410
266,xmlab266/source.jpg,Which part of the body does this image belong to?,Chest,en,Chest_lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1411
266,xmlab266/source.jpg,What is the largest organ in the picture?,Lung,en,Chest_lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1412
266,xmlab266/source.jpg,Does the picture contain liver?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1413
266,xmlab266/source.jpg,Does the picture contain kidney?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1414
266,xmlab266/source.jpg,Does the picture contain spleen?,No,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1415
266,xmlab266/source.jpg,Does the picture contain lung?,Yes,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1416
266,xmlab266/source.jpg,Does the picture contain heart?,Yes,en,Chest_lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1417
266,xmlab266/source.jpg,What organ is the black part of the image?,Lung,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1418
266,xmlab266/source.jpg,What is the organ on the top of the body in this image?,Heart,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1419
266,xmlab266/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Chest_lung,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1420
266,xmlab266/source.jpg,What are the white veins in the black part of the body in this image?,Pulmonary bronchus,en,Chest_lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1421
267,xmlab267/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1422
267,xmlab267/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1423
267,xmlab267/source.jpg,Does this image look normal?,Yes,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1424
267,xmlab267/source.jpg,How many organs are there in this image?,4,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1425
267,xmlab267/source.jpg,What is the largest organ in the picture?,Lung,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1426
267,xmlab267/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1427
267,xmlab267/source.jpg,Does the picture contain kidney?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1428
267,xmlab267/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1429
267,xmlab267/source.jpg,Does the picture contain lung?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1430
267,xmlab267/source.jpg,Does the picture contain heart?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1431
267,xmlab267/source.jpg,Does the picture contain spine cord?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1432
267,xmlab267/source.jpg,How many kidneys in this image?,0,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1433
267,xmlab267/source.jpg,"Which is bigger in this image, liver or heart ?",Heart,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1434
267,xmlab267/source.jpg,What is the rightmost organ in this image?,Left Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1435
267,xmlab267/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1436
267,xmlab267/source.jpg,What is the organ on the top of the body in this image?,Heart and Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1437
267,xmlab267/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1438
268,xmlab268/source.jpg,What modality is used to take this image?,CT,en,Abdomen,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",1439
268,xmlab268/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1440
268,xmlab268/source.jpg,Does this image look normal?,No,en,Abdomen,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",1441
268,xmlab268/source.jpg,How many organs are there in this image?,5,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1442
268,xmlab268/source.jpg,What is the largest organ in the picture?,Lung,en,Abdomen,CT,OPEN,vqa,Size,"['vhead', '_', '_']",1443
268,xmlab268/source.jpg,Does the picture contain liver?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1444
268,xmlab268/source.jpg,Does the picture contain kidney?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1445
268,xmlab268/source.jpg,Does the picture contain spleen?,No,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1446
268,xmlab268/source.jpg,Does the picture contain lung?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1447
268,xmlab268/source.jpg,Does the picture contain heart?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1448
268,xmlab268/source.jpg,Does the picture contain esophagus?,Yes,en,Abdomen,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",1449
268,xmlab268/source.jpg,What diseases are included in the picture?,Liver Cancer,en,Abdomen,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",1450
268,xmlab268/source.jpg,Where is the liver?,Upper Left,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1451
268,xmlab268/source.jpg,Where is/are the abnormality located?,Liver,en,Abdomen,CT,OPEN,vqa,Position,"['vhead', '_', '_']",1452
268,xmlab268/source.jpg,How many kidneys in this image?,0,en,Abdomen,CT,OPEN,vqa,Quantity,"['vhead', '_', '_']",1453
268,xmlab268/source.jpg,"Which is bigger in this image, liver or heart?",Liver,en,Abdomen,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",1454
268,xmlab268/source.jpg,What is the rightmost organ in this image?,Left Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1455
268,xmlab268/source.jpg,What organ is the black part on the left of the image?,Right Lung,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1456
268,xmlab268/source.jpg,What is the organ on the top of the body in this image?,Heart and Liver,en,Abdomen,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",1457
268,xmlab268/source.jpg,What is the scanning plane of this image?,Transverse  Plane,en,Abdomen,CT,OPEN,vqa,Plane,"['vhead', '_', '_']",1458
27,xmlab27/source.jpg,What modality is used to take this image?,MRI,en,Lung,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",1459
27,xmlab27/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Lung,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",1460
27,xmlab27/source.jpg,What is the mr weighting in this image?,T1,en,Lung,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",1461
27,xmlab27/source.jpg,Does the picture contain liver?,Yes,en,Lung,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",1462
27,xmlab27/source.jpg,Does the picture contain kidney?,No,en,Lung,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",1463
27,xmlab27/source.jpg,Does the picture contain spleen?,No,en,Lung,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",1464
27,xmlab27/source.jpg,Where is the liver?,Upper Left,en,Lung,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",1465
